pitch_deg,altitude_ft
-16.91262,733.6944
-16.60918,732.93414
-15.86722,731.24176
-15.3955,730.23828
-15.01805,729.47046
-14.61728,728.68976
-14.21546,727.93921
-13.8233,727.23358
-13.41802,726.53101
-12.92235,725.70685
-12.47573,724.99304
-12.01585,724.28558
-11.55505,723.60138
-11.09104,722.93567
-10.58023,722.2287
-10.10013,721.58667
-9.61032,720.95276
-8.94016,720.12018
-8.42614,719.50385
-7.91001,718.90588
-7.38376,718.31671
-6.83194,717.72021
-6.25291,717.11621
-5.69641,716.55627
-5.15591,716.03094
-4.49104,715.41187
-3.91116,714.89465
-3.3191,714.38818
-2.73583,713.90948
-2.1197,713.4248
-1.52017,712.97229
-0.92442,712.54028
-0.28592,712.0968
0.36504,711.66443
1.05358,711.22858
1.73559,710.8175
2.44556,710.41083
3.11648,710.04541
3.7579,709.71277
4.39369,709.39917
5.03715,709.0979
6.31862,708.55432
7.01276,708.28259
7.64228,708.05225
8.31853,707.82263
8.9512,707.62445
9.56615,707.44763
10.18034,707.28717
10.81446,707.1391
11.44551,707.00995
12.22426,706.87811
12.82844,706.79529
13.38146,706.73584
13.96963,706.69122
14.5619,706.66638
15.13108,706.66235
15.6926,706.67859
16.38428,706.72955
16.89086,706.78705
17.40301,706.86505
17.87514,706.95526
18.35601,707.06653
18.81636,707.19202
19.29809,707.34467
20.00094,707.61243
20.47537,707.81946
20.92082,708.03589
21.36139,708.27191
21.80544,708.53284
22.22768,708.8028
22.62821,709.07898
23.03363,709.37909
24.47098,710.66431
24.93462,711.12213
25.31616,711.51825
25.70158,711.93622
26.05146,712.33014
26.41792,712.75769
26.76998,713.18219
27.14697,713.65161
27.50306,714.1084
27.84969,714.56519
28.19011,715.02509
28.5376,715.50574
28.88439,715.99646
29.22813,716.49329
29.56389,716.9884
30.10473,717.80731
30.58468,718.55334
30.9329,719.10516
31.25887,719.63013
31.5862,720.16541
31.92479,720.72748
32.27344,721.31506
32.62698,721.91992
33.12773,722.79285
33.50687,723.46521
33.83821,724.06104
34.16565,724.65759
34.50919,725.29199
34.83575,725.90289
35.18234,726.56012
35.52767,727.224
35.90423,727.96381
36.25107,728.66748
36.55602,729.31073
36.87358,730.01471
37.18317,730.74158
37.46857,731.45538
37.74241,732.19244
37.99046,732.9151
38.20464,733.59399
38.40595,734.29132
38.64795,735.24103
38.80635,735.93744
38.95811,736.68878
39.08808,737.41931
39.19936,738.13904
39.29647,738.87762
39.3831,739.68536
39.44745,740.44519
39.49806,741.25604
39.5357,742.27576
39.5486,743.12073
39.54608,743.91846
39.52928,744.73462
39.49778,745.57465
39.45603,746.36664
39.40501,747.13593
39.33893,747.96796
39.26351,748.79169
39.14959,749.87616
39.04851,750.74591
38.94806,751.54822
38.84085,752.35156
38.72432,753.17615
38.60001,754.0094
38.47125,754.83368
38.33987,755.64172
38.1766,756.60486
38.00197,757.59503
37.81736,758.60382
37.64442,759.521
37.47544,760.39514
37.31069,761.23047
37.14447,762.05865
36.9719,762.90582
36.80547,763.71234
36.63815,764.51483
36.45793,765.37079
36.25753,766.31305
36.07347,767.17206
35.8954,767.99811
35.72168,768.79987
35.5336,769.66406
35.34773,770.51428
35.16062,771.36694
34.97316,772.21851
34.78439,773.07379
34.60992,773.86261
34.31401,775.19543
34.13215,776.01263
33.95546,776.80524
33.78239,777.57965
33.60503,778.37122
33.4304,779.14771
33.24842,779.95367
33.06661,780.75574
32.87544,781.59473
32.34992,783.86749
32.15619,784.70032
31.89224,785.82996
31.69697,786.66272
31.50994,787.45679
31.32394,788.24255
31.13632,789.03174
30.94314,789.84143
30.75837,790.61395
30.49916,791.69391
30.31218,792.47113
30.12622,793.24249
29.94039,794.01117
29.76439,794.73755
29.58339,795.48334
29.40304,796.22565
29.21983,796.97931
29.04335,797.70538
28.86902,798.4231
28.69374,799.14551
28.50138,799.93958
28.30659,800.74573
28.13533,801.45642
27.97029,802.14337
27.79274,802.88336
27.59514,803.70813
27.41171,804.47498
27.23948,805.19653
27.07098,805.90405
26.71402,807.40686
26.54269,808.12976
26.37599,808.83289
26.19683,809.58813
26.02469,810.31335
25.84344,811.0769
25.67356,811.79156
25.49291,812.55048
25.30855,813.32294
25.13556,814.04584
24.93471,814.88275
24.77098,815.56348
24.60829,816.23828
24.4542,816.87628
24.28985,817.55548
24.13146,818.20892
23.97268,818.86298
23.81897,819.4953
23.65929,820.15131
23.48719,820.85748
23.31668,821.5564
23.16122,822.19299
23.00297,822.84039
22.85077,823.46252
22.69322,824.1059
22.53806,824.73883
22.38764,825.35193
22.22414,826.01758
22.05386,826.71014
21.89401,827.35968
21.73601,828.0011
21.57678,828.64673
21.40364,829.34418
21.25263,829.94763
21.08838,830.5976
20.92266,831.24536
20.77182,831.828
20.59688,832.49524
20.39174,833.26611
20.23511,833.84735
20.08262,834.40674
19.92033,834.99518
19.76508,835.55176
19.61203,836.0943
19.4429,836.68695
19.27566,837.26599
19.11477,837.81671
18.92669,838.45239
18.76331,838.99811
18.5909,839.56714
18.42194,840.11835
18.25399,840.65991
18.07921,841.2168
17.90237,841.77338
17.72461,842.32611
17.55287,842.85364
17.2882,843.6532
17.10127,844.20978
16.91477,844.75787
16.72504,845.30804
16.54687,845.81818
16.36793,846.32404
16.18208,846.84265
15.99566,847.35596
15.81732,847.84076
15.61822,848.37439
15.42355,848.88879
15.24057,849.36572
15.0603,849.82947
14.8805,850.28583
14.70023,850.73737
14.48824,851.26044
14.29435,851.73175
14.02638,852.37115
13.82281,852.84882
13.63951,853.27271
13.44629,853.71301
13.25442,854.14374
13.06452,854.56366
12.85024,855.02972
12.63613,855.48749
12.43044,855.91998
12.19216,856.41162
11.99813,856.80524
11.79095,857.21851
11.58587,857.62054
11.38901,858.00006
11.18183,858.39258
10.97489,858.77771
10.76067,859.16913
10.55075,859.54572
10.11408,860.30316
9.89237,860.67834
9.67704,861.03558
9.47092,861.37109
9.25429,861.7168
9.04804,862.03961
8.833,862.36938
8.61973,862.68994
8.34146,863.09766
8.12145,863.4126
7.90065,863.7218
7.68468,864.0177
7.45688,864.32269
7.23711,864.61023
7.01539,864.89362
6.79127,865.1734
6.50141,865.52466
6.27769,865.7887
6.03913,866.06293
5.81048,866.31897
5.57714,866.5733
5.34711,866.81732
5.11629,867.05542
4.87209,867.29999
4.64726,867.5188
4.26682,867.87311
4.02474,868.09039
3.79259,868.29224
3.56631,868.48279
3.32958,868.67554
3.08579,868.86713
2.83697,869.05542
2.57543,869.24548
2.33312,869.41461
2.08281,869.58215
1.83264,869.74243
1.58151,869.89612
1.3401,870.03723
1.08092,870.18121
0.83454,870.31116
0.43376,870.50629
0.17733,870.62274
-0.07213,870.72906
-0.30808,870.82336
-0.5476,870.91266
-0.79699,870.99884
-1.0596,871.08209
-1.4218,871.18329
-1.67505,871.24622
-1.93685,871.30365
-2.17981,871.35034
-2.431,871.3916
-2.67456,871.42499
-2.92665,871.45251
-3.19157,871.47369
-3.59916,871.48932
-4.04196,871.48474
-4.31318,871.47229
-4.55119,871.45471
-4.80815,871.42834
-5.05853,871.39551
-5.45832,871.32642
-5.72986,871.27002
-5.97653,871.21155
-6.23682,871.14209
-6.50511,871.06219
-6.76636,870.97632
-7.02976,870.88153
-7.2782,870.78473
-7.63545,870.63153
-7.89474,870.51147
-8.13742,870.39191
-8.39597,870.25659
-8.64767,870.11707
-8.91481,869.96039
-9.15627,869.8114
-9.41952,869.64063
-9.70874,869.44281
-9.94923,869.27075
-10.21874,869.06909
-10.46881,868.87402
-10.71601,868.6734
-10.96597,868.46265
-11.2042,868.25439
-11.57224,867.91699
-11.8134,867.68738
-12.04538,867.45953
-12.31127,867.18945
-12.54011,866.94995
-12.77589,866.69592
-13.01712,866.42847
-13.25884,866.15277
-13.51002,865.85797
-13.74421,865.57574
-13.98026,865.28381
-14.22292,864.97589
-14.4747,864.64801
-14.71345,864.32928
-14.9439,864.0144
-15.19705,863.65997
-15.44777,863.30042
-15.6833,862.95496
-15.90279,862.62628
-16.1401,862.26343
-16.37767,861.89233
-16.61374,861.51587
-16.86173,861.112
-17.09013,860.73267
-17.35611,860.28137
-17.5937,859.87018
-17.82997,859.45343
-18.06223,859.03613
-18.28492,858.62903
-18.51101,858.2085
-18.72386,857.80609
-18.9508,857.36981
-19.45942,856.36035
-19.68721,855.89856
-19.91207,855.43549
-20.13258,854.9743
-20.36953,854.47076
-20.58376,854.00873
-20.7949,853.54688
-21.01101,853.06744
-21.88403,851.03955
-22.40493,849.7829
-22.63192,849.22516
-22.84972,848.68292
-23.05885,848.15564
-23.28705,847.57257
-23.51785,846.97491
-23.78873,846.2627
-24.01065,845.67133
-24.23003,845.07935
-24.44145,844.50201
-24.65417,843.91406
-24.87498,843.29639
-25.09146,842.68353
-25.30179,842.08118
-25.81723,840.56946
-26.15045,839.57227
-26.3954,838.82892
-26.6021,838.19452
-26.80993,837.54974
-27.03131,836.85522
-27.261,836.1261
-27.56693,835.14069
-27.78177,834.44037
-27.99304,833.74432
-28.20354,833.04346
-28.41397,832.33551
-28.6354,831.5824
-28.85985,830.81061
-29.06704,830.09076
-29.39441,828.93683
-29.63355,828.08325
-29.8591,827.26923
-30.07674,826.47552
-30.29235,825.68109
-30.50916,824.8739
-30.71536,824.09869
-30.92171,823.31531
-31.53761,820.92029
-31.76909,820.00635
-31.97565,819.1828
-32.18198,818.35229
-32.38067,817.5451
-32.59955,816.64716
-32.80842,815.78192
-33.00702,814.95166
-33.25991,813.88281
-33.47667,812.95721
-33.68865,812.04327
-33.90443,811.10394
-34.11637,810.17236
-34.32466,809.24817
-34.52541,808.34937
-34.72596,807.4433
-35.29317,804.82574
-35.50382,803.84058
-35.71381,802.84943
-35.92229,801.85614
-36.1195,800.90826
-36.30754,799.99683
-36.5004,799.05408
-36.70842,798.02795
-37.03329,796.40466
-37.23761,795.37311
-37.43535,794.36597
-37.63604,793.33484
-37.84346,792.25952
-38.0497,791.1806
-38.25446,790.09979
-38.44979,789.05981
-38.92122,786.50562
-39.12666,785.37933
-39.3228,784.29474
-39.52442,783.1701
-39.72103,782.0639
-39.90633,781.01288
-40.09563,779.93042
-40.29714,778.76813
-40.58553,777.08551
-40.79401,775.85718
-40.9966,774.65283
-41.18454,773.52637
-41.37201,772.39374
-41.56288,771.23096
-41.74169,770.13324
-41.92209,769.01709
-42.48675,765.42645
-42.67296,764.16248
-42.83988,762.89075
-42.99274,761.48029
-43.09653,760.27863
-43.17438,759.08472
-43.22653,757.9259
-43.25744,756.59503
-43.20884,753.71655
-43.15755,752.45465
-43.0897,751.25482
-43.00106,750.01465
-42.88591,748.6839
-42.75916,747.41833
-42.60895,746.08893
-42.45006,744.81189
-42.00713,741.75623
-41.77281,740.26196
-41.56631,738.99902
-41.32902,737.59888
-41.09752,736.27307
-40.86958,734.99884
-40.64191,733.7522
-40.38185,732.35773
-39.9901,730.31201
-39.69338,728.7901
-39.4162,727.3877
-39.14446,726.02649
-38.88424,724.73572
-38.60921,723.38812
-38.3065,721.9259
-38.02956,720.60614
-37.74911,719.28564
-37.42894,717.80078
-37.13725,716.46436
-36.41128,713.23816
-35.55671,709.59558
-35.16229,707.9483
-34.7565,706.28284
-34.41846,704.9259
-34.07347,703.57446
-33.72761,702.25977
-33.35355,700.88934
-32.97552,699.5556
-32.57541,698.20111
-32.12026,696.72839
-31.6251,695.19391
-30.87556,692.98608
-30.39135,691.6076
-29.93415,690.33942
-29.48238,689.11786
-28.98357,687.80475
-28.49239,686.54663
-27.95463,685.20813
-27.42399,683.92694
-26.85973,682.60657
-26.31336,681.36707
-25.79317,680.22058
-25.2536,679.0647
-24.69519,677.90204
-24.13676,676.77142
-23.54791,675.61395
-22.94066,674.45575
-22.31053,673.28979
-21.34626,671.58051
-20.69092,670.45673
-19.99518,669.2984
-19.29844,668.17065
-18.58274,667.04285
-17.87627,665.95679
-17.1417,664.85394
-16.41909,663.7926
-15.60563,662.6239
-13.33502,659.51465
-12.18886,657.99396
-11.38676,656.94806
-10.53452,655.85425
-9.80925,654.93616
-8.85526,653.74792
-8.10115,652.82184
-7.39101,651.96051
-6.65687,651.08118
-5.8203,650.09302
-4.97813,649.11261
-4.33392,648.37183
-3.6716,647.61926
-3.02412,646.89252
-2.42417,646.22723
-1.83017,645.57666
-1.2398,644.93842
-0.68465,644.34613
-0.10531,643.73706
0.5414,643.06909
1.13794,642.46454
1.81239,641.79633
2.3926,641.23492
2.92118,640.73535
3.43002,640.2663
3.95567,639.79529
4.46766,639.35065
4.97246,638.92712
5.46341,638.53046
6.08066,638.05652
6.52949,637.72803
6.96155,637.42664
7.43648,637.11359
7.92846,636.8103
8.36772,636.5578
8.80428,636.3252
9.22761,636.11761
10.603,635.60736
11.01325,635.48395
11.42872,635.37769
11.9011,635.2804
12.31808,635.21393
12.7116,635.16791
13.13869,635.13678
13.56393,635.12451
14.0639,635.13452
14.50366,635.16315
14.92895,635.20862
15.35838,635.27197
15.80238,635.35571
16.27294,635.46429
16.72677,635.5874
17.16403,635.72278
17.66283,635.89764
18.07013,636.05499
18.51085,636.24078
18.97425,636.45306
19.44601,636.68665
19.85371,636.90186
20.30036,637.15253
20.79305,637.4469
21.83603,638.13898
22.33296,638.49176
22.82627,638.85962
23.27358,639.20795
23.73722,639.58429
24.1761,639.95465
24.61581,640.34265
25.04329,640.73889
25.6889,641.38184
26.08234,641.79724
26.48342,642.24524
26.89483,642.73352
27.29403,643.24011
27.63892,643.70856
27.9839,644.21118
28.31777,644.73303
28.99586,645.94452
29.30153,646.54572
29.58924,647.15857
29.85377,647.7688
30.09439,648.36987
30.31152,648.9549
30.5261,649.58264
30.72428,650.21228
30.93626,650.95673
31.12752,651.7124
31.3625,652.81622
31.48875,653.49677
31.61185,654.25
31.72164,655.01477
31.82198,655.82471
31.9011,656.57629
31.97161,657.39581
32.02279,658.15308
32.06301,658.96863
32.09482,660.27161
32.1008,661.15326
32.09487,662.01373
32.07921,662.83557
32.05697,663.58423
32.0175,664.54474
31.97577,665.36255
31.92924,666.14929
31.87687,666.94037
31.81923,667.73712
31.75169,668.60168
31.68268,669.43213
31.5995,670.37781
31.52537,671.17944
31.44379,672.0238
31.30516,673.38513
31.22152,674.18512
31.13891,674.96509
31.05465,675.75305
30.96844,676.5542
30.88183,677.35638
30.79151,678.19415
30.70597,678.98969
30.61962,679.79462
30.48698,681.03094
30.39495,681.88776
30.30585,682.71881
30.22249,683.49768
30.13692,684.297
30.04419,685.15753
29.94589,686.05829
29.8502,686.92273
29.76497,687.68329
29.51238,689.89539
29.4178,690.72021
29.32089,691.56689
29.22868,692.37549
29.13018,693.24487
29.03816,694.06403
28.93986,694.94879
28.85057,695.76251
28.76362,696.56586
28.65022,697.63409
28.56157,698.4856
28.47313,699.35242
28.39183,700.16028
28.31525,700.92914
28.24039,701.6889
28.15824,702.53326
28.06991,703.45544
27.98874,704.31671
27.90249,705.24945
27.80969,706.27563
27.73679,707.09637
27.6671,707.8941
27.60295,708.63898
27.53962,709.38452
27.47571,710.14819
27.40372,711.02075
27.34101,711.78668
27.27907,712.54578
27.21817,713.29443
27.15692,714.0481
27.09171,714.85132
27.02837,715.63037
26.96663,716.38855
26.90142,717.18622
26.83358,718.01263
26.7677,718.81274
26.70274,719.59711
26.62383,720.54407
26.54034,721.52826
26.33725,723.77026
26.25771,724.6134
26.18072,725.40363
26.09964,726.20935
26.01368,727.03552
25.92966,727.8139
25.77415,729.16559
25.67441,729.99304
25.57243,730.80255
25.46806,731.59485
25.3659,732.33661
25.25095,733.13477
25.13984,733.87311
25.01812,734.64783
24.88913,735.43445
24.74601,736.27063
24.58997,737.14154
24.46265,737.82635
24.32461,738.54419
24.17576,739.29303
24.01683,740.06744
23.85204,740.84631
23.6855,741.61163
23.51618,742.36969
23.24073,743.56116
23.05941,744.32581
22.87887,745.07202
22.69243,745.82806
22.49815,746.60138
22.31165,747.3313
22.12469,748.05164
21.92771,748.79907
21.73866,749.50635
21.53025,750.27502
21.30789,751.08337
21.10994,751.79388
20.91166,752.49738
20.71984,753.17072
20.50889,753.90356
20.3063,754.60059
20.09371,755.32538
19.88993,756.01465
19.61839,756.92456
19.39822,757.65656
19.18745,758.35248
18.98411,759.01965
18.78639,759.66455
18.594,760.28851
18.39243,760.9386
18.17908,761.62262
17.98645,762.23688
17.78542,762.87445
17.52818,763.68512
17.31841,764.34229
17.11819,764.96625
16.92652,765.56049
16.73977,766.13647
16.54336,766.73914
16.33802,767.36566
16.13128,767.99286
15.8566,768.81989
15.674,769.36639
15.47343,769.96307
15.29227,770.49884
15.09285,771.08502
14.88715,771.68536
14.69989,772.22821
14.50409,772.79181
14.30758,773.35321
14.04111,774.10718
13.85844,774.61981
13.6758,775.12836
13.48709,775.64966
13.28632,776.1994
13.10414,776.69409
12.92494,777.1767
12.73275,777.68964
12.01489,779.54913
11.80224,780.0899
11.61325,780.56512
11.41606,781.05518
11.20663,781.56915
10.99814,782.07416
10.79637,782.55646
10.5975,783.02557
10.34904,783.60229
10.15436,784.04767
9.95916,784.48798
9.77653,784.89435
9.59859,785.28503
9.41317,785.68646
9.22213,786.09399
9.04344,786.46973
8.75143,787.0708
8.54809,787.48157
8.36862,787.83844
8.18439,788.19904
7.99907,788.55597
7.82358,788.88861
7.64343,789.22455
7.45235,789.57477
7.26995,789.90338
7.0726,790.25232
6.88166,790.58374
6.67648,790.93286
6.48236,791.25659
6.29153,791.56873
6.10124,791.87378
5.91037,792.17358
5.12699,793.32098
4.33885,794.37323
3.54582,795.33026
2.82531,796.11493
2.60603,796.3418
2.28073,796.66321
1.93617,796.98541
1.69117,797.20435
1.37786,797.47003
1.16112,797.64581
0.94172,797.81647
0.13086,798.36603
-0.68306,798.81873
-1.19816,799.06006
-1.41142,799.15088
-1.61889,799.23279
-1.84285,799.31396
-2.04991,799.38257
-2.25822,799.44519
-2.46672,799.50146
-2.75772,799.56842
-3.01963,799.61829
-3.23684,799.65234
-3.43463,799.67743
-3.65256,799.69824
-3.85232,799.7113
-4.05055,799.71844
-4.24933,799.71979
-4.45077,799.71515
-4.70832,799.70001
-4.9161,799.68103
-5.11128,799.65747
-5.30896,799.62781
-5.52009,799.58966
-5.73154,799.54486
-5.9348,799.49554
-6.13322,799.44153
-6.38131,799.36536
-6.5819,799.29736
-6.7781,799.2251
-6.98249,799.14368
-7.19908,799.05048
-7.39901,798.95837
-7.60707,798.85608
-7.80661,798.75189
-8.38859,798.40564
-8.62255,798.25519
-8.82928,798.11554
-9.02982,797.97394
-9.26873,797.797
-9.50778,797.61127
-9.72442,797.43567
-9.98892,797.21112
-10.20054,797.02423
-10.40545,796.83679
-10.61005,796.64325
-10.85583,796.40192
-11.07815,796.17584
-11.35085,795.88763
-11.57496,795.64258
-11.83911,795.34351
-12.04286,795.1059
-12.25022,794.85748
-12.44555,794.61743
-12.65446,794.35406
-12.86192,794.08575
-13.05715,793.82733
-13.26606,793.54401
-13.49055,793.23187
-13.72021,792.9043
-13.91803,792.61572
-14.15178,792.26648
-14.38367,791.9115
-14.5897,791.58917
-14.7849,791.27771
-14.98692,790.94885
-15.17984,790.62885
-15.45924,790.15387
-15.67693,789.77563
-15.88911,789.39972
-16.11069,788.99933
-16.31908,788.6156
-16.52381,788.23181
-16.7359,787.82703
-16.94772,787.41534
-17.1962,786.92273
-17.42163,786.46729
-17.65068,785.99591
-17.84632,785.58667
-18.04472,785.16522
-18.23798,784.74841
-18.44407,784.29694
-18.63844,783.86475
-18.83964,783.41064
-19.03731,782.95789
-19.23047,782.50916
-19.42618,782.04797
-19.61472,781.5976
-19.80972,781.12537
-20.00325,780.65027
-20.19739,780.16724
-20.38995,779.6817
-20.57823,779.20074
-20.96514,778.18976
-21.17401,777.63477
-21.36646,777.11676
-21.57788,776.53992
-21.77464,775.99615
-21.97013,775.44904
-22.167,774.89111
-22.34993,774.36664
-22.54546,773.79926
-22.74669,773.20801
-22.95019,772.60266
-23.13522,772.04578
-23.32823,771.45819
-23.53085,770.8338
-23.71735,770.25256
-23.90311,769.66718
-24.08769,769.07922
-24.88478,766.44305
-25.31122,764.99048
-25.50674,764.315
-25.71427,763.58978
-25.91188,762.89148
-26.09944,762.22168
-26.29464,761.51715
-26.58365,760.45868
-26.76715,759.77899
-26.94702,759.1062
-27.1346,758.39752
-27.33286,757.64063
-27.5202,756.91809
-27.69355,756.24329
-27.87437,755.53271
-28.05651,754.81006
-28.26133,753.98889
-28.53244,752.88751
-28.71196,752.15057
-28.89469,751.39331
-29.08269,750.60681
-29.25152,749.8941
-29.43773,749.10089
-29.62022,748.31616
-29.80477,747.5152
-30.02653,746.54236
-30.19313,745.80487
-30.37678,744.98456
-30.55035,744.20251
-30.73864,743.34631
-30.91249,742.54883
-31.0912,741.72186
-31.26207,740.92444
-31.45294,740.02545
-31.84372,738.14453
-32.02205,737.27319
-32.21249,736.32892
-32.39653,735.40009
-32.57368,734.48792
-32.74378,733.59442
-32.92691,732.60699
-33.09308,731.68262
-33.43201,729.68201
-33.58779,728.72205
-33.74311,727.72754
-33.89661,726.69562
-34.02922,725.75793
-34.15078,724.85358
-34.26871,723.92682
-34.38268,722.97589
-34.48999,722.01703
-34.6292,720.63525
-34.71938,719.64941
-34.79858,718.69952
-34.87241,717.71851
-34.94251,716.64954
-35.00111,715.59967
-35.0504,714.51917
-35.08944,713.40204
-35.11729,712.25751
-35.13232,711.19257
-35.13713,710.22247
-35.13265,709.2113
-35.11808,708.16327
-35.0948,707.17511
-35.06049,706.1427
-35.01516,705.08496
-34.95918,704.01074
-34.89341,702.93732
-34.76256,701.17603
-34.66636,700.03394
-34.55826,698.86713
-34.44463,697.73419
-34.32234,696.59174
-34.20173,695.52112
-34.07844,694.47058
-33.95184,693.43152
-33.8172,692.36652
-33.45693,689.70551
-33.28879,688.50671
-33.13248,687.41296
-32.96204,686.24017
-32.80305,685.16223
-32.64042,684.0752
-32.4683,682.94031
-32.29694,681.82343
-32.07503,680.39563
-31.90779,679.32898
-31.72903,678.19678
-31.51982,676.87927
-31.34534,675.78333
-31.17781,674.73285
-30.99969,673.61664
-30.82392,672.51477
-30.64701,671.40369
-29.97432,667.14526
-29.80009,666.03302
-29.62187,664.89026
-29.44891,663.77814
-29.26605,662.59979
-29.09293,661.48303
-28.92894,660.42389
-28.75182,659.27832
-28.5676,658.0882
-28.39465,656.97974
-28.23841,655.9903
-28.07657,654.98279
-27.89662,653.89197
-27.71679,652.83832
-27.53913,651.83179
-27.35134,650.8064
-27.13655,649.6839
-26.91842,648.59637
-26.70689,647.58624
-26.46586,646.48822
-26.23747,645.492
-26.00731,644.52698
-25.76361,643.54358
-25.5135,642.57227
-25.2384,641.55011
-24.94775,640.51709
-24.54035,639.14636
-24.21957,638.1178
-23.88645,637.09491
-23.53431,636.05939
-23.16752,635.02686
-22.79346,634.01508
-22.42874,633.06226
-22.02559,632.04303
-21.60247,631.01062
-21.16234,629.97437
-20.65759,628.82788
-20.21942,627.86304
-19.79577,626.95471
-19.37523,626.0777
-18.94691,625.20941
-18.51603,624.36096
-18.04683,623.4649
-17.59154,622.62292
-17.1157,621.77252
-16.59056,620.86737
-16.07218,620.00513
-15.57571,619.20544
-15.07806,618.42987
-14.56613,617.65759
-14.01788,616.85876
-13.50636,616.13702
-12.91045,615.32391
-12.3183,614.54169
-11.47927,613.48346
-10.86489,612.73804
-10.22767,611.99103
-9.59858,611.27728
-8.91232,610.52405
-8.24013,609.80945
-7.55414,609.10242
-6.86147,608.40979
-6.20279,607.76965
-5.46648,607.07501
-4.78581,606.45074
-4.09355,605.83307
-3.4176,605.24597
-2.69879,604.63904
-2.05991,604.11365
-1.40801,603.59167
-0.73695,603.06921
-0.09933,602.58643
0.83946,601.90277
1.46119,601.46478
2.10606,601.02454
2.76709,600.58832
3.36425,600.20721
3.99859,599.81683
4.59751,599.46185
5.21209,599.11206
7.63596,597.93719
9.43898,597.23779
10.0301,597.03778
10.59688,596.8653
11.09687,596.72937
11.5862,596.61218
12.19535,596.49084
12.73505,596.4054
13.22547,596.34674
13.72316,596.30719
14.20625,596.2887
14.68257,596.29053
15.17132,596.31421
15.6255,596.35614
16.07091,596.41687
16.5659,596.50854
17.01356,596.61298
17.45605,596.73712
17.88251,596.87671
18.29143,597.02905
18.68496,597.19299
19.1032,597.38635
19.51054,597.5932
19.93038,597.82574
20.33327,598.06683
20.75776,598.34003
21.14829,598.60785
21.52839,598.88367
21.94813,599.20575
22.34192,599.52344
22.72513,599.84686
23.15077,600.2226
23.56096,600.6001
24.21878,601.23993
24.62106,601.64703
25.00841,602.05145
25.38717,602.45837
25.78712,602.90027
26.18388,603.35052
26.58661,603.8194
27.02064,604.33789
27.43621,604.84637
27.91492,605.44702
28.32858,605.97772
28.73864,606.51453
29.15632,607.07227
29.58771,607.65961
30.00663,608.2406
30.43737,608.849
30.86882,609.46924
31.30602,610.10876
31.9614,611.0899
32.37831,611.72516
32.79838,612.37518
33.24553,613.07806
33.66682,613.75024
34.15042,614.53436
34.57231,615.22864
34.99215,615.92926
35.48259,616.76044
36.10319,617.83252
36.5666,618.64612
37.0389,619.48779
37.46687,620.26117
37.95876,621.16339
38.41018,622.0033
38.8645,622.86047
39.30199,623.69714
39.71812,624.5033
40.2296,625.50879
40.64087,626.32794
41.04175,627.13605
41.44918,627.96729
41.85588,628.80713
42.25397,629.63892
42.65931,630.49591
43.08794,631.41333
43.51737,632.34399
43.94054,633.27234
45.09538,635.87677
45.51157,636.83136
45.92876,637.7995
46.33533,638.75378
46.74607,639.72876
47.13619,640.66486
47.56297,641.70068
47.95764,642.66901
48.35321,643.6499
48.9649,645.18921
49.37267,646.22791
49.76085,647.22687
50.13532,648.19989
50.52049,649.21057
50.91101,650.24542
51.29194,651.26465
51.6757,652.31171
52.07456,653.42896
52.45177,654.52374
52.81071,655.61139
53.66946,658.56799
53.97194,659.70581
54.23473,660.76746
54.47593,661.81873
54.69937,662.88141
54.9028,663.94623
55.09826,665.08813
55.25657,666.12146
55.45974,667.6994
55.57545,668.74933
55.67896,669.84607
55.76299,670.89758
55.8317,671.93384
55.89058,673.05151
55.93307,674.10785
55.96363,675.19672
55.98153,676.30389
55.98677,677.45203
55.97823,678.65063
55.95265,679.9931
55.92186,681.06927
55.87784,682.24274
55.82483,683.40045
55.77165,684.41248
55.70218,685.58203
55.63021,686.68091
55.54409,687.88605
55.45357,689.05969
55.35949,690.20563
55.24561,691.51263
55.13761,692.69421
55.02594,693.87061
54.90769,695.07544
54.79757,696.16779
54.67733,697.33453
54.54746,698.56866
54.42257,699.73761
54.29139,700.94824
54.16728,702.07996
54.0345,703.27844
53.82772,705.12347
53.6978,706.27802
53.57055,707.40936
53.45068,708.47754
53.32552,709.59863
53.19619,710.76373
53.07223,711.88617
52.9466,713.0307
52.8213,714.17871
52.6829,715.45587
52.55981,716.60132
52.43576,717.76776
52.3223,718.84656
52.21558,719.87317
52.10343,720.96674
51.98386,722.15161
51.87679,723.23053
51.77245,724.30017
51.65637,725.51465
51.55455,726.60236
51.43599,727.89532
51.33821,728.98071
51.24822,729.99652
51.1557,731.05786
51.06916,732.06628
50.98138,733.10718
50.88677,734.25104
50.79924,735.32886
50.71706,736.35608
50.62471,737.5285
50.53996,738.62067
50.4491,739.80817
50.3606,740.98193
50.27355,742.14874
50.17718,743.45477
50.08377,744.73535
49.99683,745.94153
49.92089,747.00201
49.83698,748.17841
49.75447,749.33948
49.67951,750.39374
49.54409,752.28687
49.46589,753.37323
49.38216,754.52936
49.30066,755.64307
49.22411,756.67621
49.13897,757.80524
49.04975,758.96326
48.96633,760.02515
48.87246,761.18896
48.77628,762.34875
48.67198,763.57013
48.51814,765.29431
48.42193,766.33887
48.31349,767.48419
48.21512,768.49841
48.11331,769.52527
48.00519,770.58838
47.89767,771.61963
47.78621,772.65857
